Epoch,Training Error,Testing Error
999,899.3582764,1179.651489
1000,903.2893677,1149.452148
1001,898.9271851,1179.80835
1002,902.8747559,1149.546021
1003,898.4993286,1179.96936
1004,902.4639282,1149.643066
1005,898.0749512,1180.134766
1006,902.057373,1149.743408
1007,897.6541138,1180.305176
1008,901.6550293,1149.846802
1009,897.2371216,1180.480347
1010,901.2573242,1149.953735
1011,896.8236694,1180.660522
1012,900.8639526,1150.063965
1013,896.4140015,1180.845337
1014,900.4749756,1150.177246
1015,896.0076294,1181.034912
1016,900.0900269,1150.293579
1017,895.6046753,1181.228882
1018,899.7093506,1150.412964
1019,895.204895,1181.427246
1020,899.3325806,1150.535156
1021,894.8084106,1181.629761
1022,898.9596558,1150.660034
1023,894.4146729,1181.836304
1024,898.5901489,1150.787109
1025,894.0234985,1182.046509
1026,898.2242432,1150.916626
1027,893.6351318,1182.260376
1028,897.8615723,1151.04834
1029,893.2489624,1182.477661
1030,897.5020142,1151.181885
1031,892.8650513,1182.697998
1032,897.1454468,1151.317383
1033,892.4832764,1182.921509
1034,896.7918701,1151.454468
1035,892.1035156,1183.147949
1036,896.44104,1151.593506
1037,891.725647,1183.377319
1038,896.0930176,1151.733887
1039,891.3494263,1183.609253
1040,895.7477417,1151.87561
1041,890.9749146,1183.843872
1042,895.4052124,1152.018799
1043,890.6020508,1184.081055
1044,895.0654907,1152.163452
1045,890.2306519,1184.320801
1046,894.7286377,1152.309448
1047,889.8608398,1184.56311
1048,894.3948364,1152.456909
1049,889.4926147,1184.808228
1050,894.0640869,1152.605713
1051,889.1259766,1185.056152
1052,893.7366943,1152.756104
1053,888.7609863,1185.306885
1054,893.4129639,1152.908203
1055,888.397522,1185.560791
1056,893.0928345,1153.062012
1057,888.0359497,1185.818115
1058,892.7767334,1153.217773
1059,887.6759644,1186.078735
1060,892.4643555,1153.375
1061,887.3179932,1186.34314
1062,892.1555176,1153.533936
1063,886.961792,1186.610962
1064,891.8495483,1153.693604
1065,886.6072388,1186.882324
1066,891.5454102,1153.853638
1067,886.2541504,1187.156616
1068,891.2416992,1154.012695
1069,885.9022827,1187.432617
1070,890.9371948,1154.170044
1071,885.5509033,1187.710083
1072,890.6311035,1154.324829
1073,885.199646,1187.987427
1074,890.3222656,1154.476318
1075,884.8479614,1188.263672
1076,890.0108643,1154.624756
1077,884.4954834,1188.538452
1078,889.6970825,1154.77002
1079,884.142395,1188.811646
1080,889.3814697,1154.912598
1081,883.7884521,1189.082642
1082,889.0643311,1155.052734
1083,883.4337769,1189.352051
1084,888.746582,1155.191162
1085,883.0787964,1189.619629
1086,888.4282837,1155.327515
1087,882.7232666,1189.886108
1088,888.1101074,1155.462891
1089,882.3675537,1190.151001
1090,887.7921143,1155.596924
1091,882.0115356,1190.414673
1092,887.4746094,1155.72998
1093,881.6550903,1190.677246
1094,887.1573486,1155.862061
1095,881.2981567,1190.938477
1096,886.84021,1155.992676
1097,880.9401855,1191.19751
1098,886.5227051,1156.122192
1099,880.5810547,1191.454956
1100,886.2045288,1156.25
1101,880.2198486,1191.709473
1102,885.8848267,1156.375732
1103,879.8563232,1191.960815
1104,885.5629272,1156.499023
1105,879.4898071,1192.208496
1106,885.2380981,1156.619507
1107,879.1192627,1192.45166
1108,884.9093628,1156.73645
1109,878.7445068,1192.689331
1110,884.5755005,1156.849365
1111,878.3640747,1192.921021
1112,884.2357788,1156.957886
1113,877.9777222,1193.14624
1114,883.8893433,1157.061279
1115,877.5848389,1193.363892
1116,883.5354614,1157.159424
1117,877.1849365,1193.573975
1118,883.1732788,1157.251953
1119,876.77771,1193.776367
1120,882.8029175,1157.338867
1121,876.3632813,1193.970825
1122,882.4242554,1157.420044
1123,875.9420166,1194.158081
1124,882.0379028,1157.496338
1125,875.5149536,1194.339233
1126,881.6450195,1157.568237
1127,875.0834961,1194.515991
1128,881.2474976,1157.637573
1129,874.6497803,1194.690308
1130,880.8477783,1157.705444
1131,874.2160645,1194.864746
1132,880.4484253,1157.77417
1133,873.7854004,1195.042969
1134,880.0532227,1157.845703
1135,873.3609619,1195.227661
1136,879.6655884,1157.923096
1137,872.9458618,1195.422852
1138,879.2891235,1158.007935
1139,872.5426636,1195.630981
1140,878.9268188,1158.102173
1141,872.1536865,1195.85437
1142,878.5808105,1158.207642
1143,871.7800293,1196.09436
1144,878.2523804,1158.324463
1145,871.4223022,1196.351563
1146,877.9418335,1158.452881
1147,871.0797729,1196.624512
1148,877.6478271,1158.592041
1149,870.7509766,1196.911865
1150,877.3688354,1158.740601
1151,870.4338379,1197.211548
1152,877.1017456,1158.896484
1153,870.1256714,1197.520264
1154,876.84375,1159.057739
1155,869.8239136,1197.834595
1156,876.5914307,1159.222168
1157,869.5254517,1198.151733
1158,876.3411865,1159.387451
1159,869.2277832,1198.468628
1160,876.09021,1159.55188
1161,868.928833,1198.782593
1162,875.8359375,1159.713501
1163,868.6263428,1199.091797
1164,875.576416,1159.871582
1165,868.3191528,1199.394287
1166,875.3098755,1160.02478
1167,868.0062866,1199.689331
1168,875.0357056,1160.172729
1169,867.6873169,1199.97644
1170,874.7536011,1160.315552
1171,867.3621216,1200.255493
1172,874.463623,1160.453247
1173,867.031189,1200.5271
1174,874.1664429,1160.58606
1175,866.6950073,1200.791992
1176,873.8630371,1160.714722
1177,866.3545532,1201.050903
1178,873.5543823,1160.84021
1179,866.0106201,1201.305054
1180,873.2418213,1160.962891
1181,865.6640015,1201.555786
1182,872.9264526,1161.083862
1183,865.3161011,1201.803955
1184,872.6094971,1161.203613
1185,864.9674683,1202.050537
1186,872.2921143,1161.322876
1187,864.6188354,1202.296509
1188,871.9749756,1161.442261
1189,864.2709351,1202.54248
1190,871.6590576,1161.562134
1191,863.9243774,1202.789429
1192,871.3449707,1161.68335
1193,863.5795288,1203.037842
1194,871.0332642,1161.805664
1195,863.2368774,1203.287598
1196,870.7241211,1161.929443
1197,862.8963623,1203.539429
1198,870.4179077,1162.054565
1199,862.5582275,1203.793335
1200,870.114563,1162.181519
1201,862.2225342,1204.04895
1202,869.8140869,1162.309937
1203,861.8891602,1204.306519
1204,869.5163574,1162.439819
1205,861.5580444,1204.56604
1206,869.2215576,1162.571167
1207,861.229126,1204.827393
1208,868.9292603,1162.703735
1209,860.9020996,1205.090088
1210,868.6391602,1162.837646
1211,860.5770264,1205.354248
1212,868.3511963,1162.972534
1213,860.253479,1205.619507
1214,868.0650024,1163.108032
1215,859.9313965,1205.885254
1216,867.7804565,1163.244385
1217,859.6106567,1206.151733
1218,867.4973145,1163.38147
1219,859.2910156,1206.418823
1220,867.215332,1163.518677
1221,858.9724121,1206.686157
1222,866.9343262,1163.656616
1223,858.654541,1206.953491
1224,866.6541138,1163.794434
1225,858.3373413,1207.220703
1226,866.3743286,1163.932373
1227,858.0206299,1207.487427
1228,866.0949707,1164.070068
1229,857.7041016,1207.753906
1230,865.8155518,1164.207764
1231,857.3880615,1208.019897
1232,865.536499,1164.345093
1233,857.0722656,1208.285156
1234,865.2574463,1164.4823
1235,856.7564697,1208.549805
1236,864.9781494,1164.619141
1237,856.4408569,1208.813477
1238,864.6987915,1164.755493
1239,856.1251221,1209.076416
1240,864.4190063,1164.891602
1241,855.8093262,1209.338501
1242,864.138916,1165.026978
1243,855.4934692,1209.599487
1244,863.8583984,1165.161865
1245,855.1774292,1209.859619
1246,863.5773315,1165.296143
1247,854.861084,1210.11853
1248,863.2957764,1165.429688
1249,854.5445557,1210.376587
1250,863.0136108,1165.562866
1251,854.2276001,1210.633423
1252,862.7306519,1165.694946
1253,853.9104614,1210.88916
1254,862.4472046,1165.826782
1255,853.5928955,1211.143921
1256,862.163147,1165.957886
1257,853.2751465,1211.397949
1258,861.878479,1166.088379
1259,852.9571533,1211.650757
1260,861.5933228,1166.218384
1261,852.6386108,1211.902832
1262,861.3075562,1166.3479
1263,852.3201294,1212.154175
1264,861.0214844,1166.476929
1265,852.0012817,1212.404785
1266,860.7349854,1166.605469
1267,851.682373,1212.654663
1268,860.4480591,1166.733643
1269,851.3634033,1212.904297
1270,860.1611938,1166.861694
1271,851.0444336,1213.153687
1272,859.8743286,1166.989624
1273,850.725647,1213.403076
1274,859.5876465,1167.117554
1275,850.4071655,1213.65271
1276,859.3015137,1167.245483
1277,850.0891724,1213.90271
1278,859.0159302,1167.373535
1279,849.7717896,1214.153442
1280,858.7315063,1167.502075
1281,849.4553833,1214.405518
1282,858.4485474,1167.631104
1283,849.1398926,1214.659058
1284,858.1670532,1167.760986
1285,848.8258057,1214.914185
1286,857.8875122,1167.891479
1287,848.5130615,1215.171387
1288,857.6102905,1168.023071
1289,848.2021484,1215.431152
1290,857.3356934,1168.155396
1291,847.8930664,1215.693481
1292,857.0640869,1168.28894
1293,847.5861816,1215.958862
1294,856.7954102,1168.423584
1295,847.2814331,1216.227417
1296,856.5300293,1168.559204
1297,846.9788208,1216.498901
1298,856.2680054,1168.695923
1299,846.6783447,1216.77356
1300,856.0089111,1168.833252
1301,846.3798828,1217.050781
1302,855.7526855,1168.970825
1303,846.0830688,1217.330444
1304,855.4990234,1169.108887
1305,845.7877808,1217.611938
1306,855.2473145,1169.246704
1307,845.4932861,1217.894775
1308,854.9969482,1169.383667
1309,845.1994629,1218.177979
1310,854.7471924,1169.519409
1311,844.9055786,1218.46106
1312,854.4974365,1169.653809
1313,844.6112671,1218.743042
1314,854.2468262,1169.786133
1315,844.315918,1219.02356
1316,853.9949951,1169.915894
1317,844.0194702,1219.301514
1318,853.7410889,1170.043335
1319,843.7213745,1219.57666
1320,853.4849854,1170.167725
1321,843.4213867,1219.848267
1322,853.2259521,1170.28894
1323,843.1192627,1220.116333
1324,852.9639893,1170.40686
1325,842.8151245,1220.380493
1326,852.6990967,1170.521973
1327,842.5090942,1220.640625
1328,852.4312134,1170.633423
1329,842.2011719,1220.896973
1330,852.1609497,1170.742188
1331,841.8916626,1221.149658
1332,851.8881226,1170.848267
1333,841.5809326,1221.398926
1334,851.6134644,1170.951416
1335,841.2693481,1221.645142
1336,851.3376465,1171.052612
1337,840.9573364,1221.88855
1338,851.060791,1171.151733
1339,840.6450195,1222.129639
1340,850.7835083,1171.248901
1341,840.3328247,1222.368652
1342,850.5061035,1171.34436
1343,840.0210571,1222.605713
1344,850.2290649,1171.438721
1345,839.7097778,1222.841309
1346,849.9527588,1171.531616
1347,839.3994751,1223.075439
1348,849.6774292,1171.623657
1349,839.090332,1223.308838
1350,849.4034424,1171.71521
1351,838.7824707,1223.541382
1352,849.1311646,1171.806396
1353,838.4759521,1223.773682
1354,848.8604126,1171.897583
1355,838.1708374,1224.005737
1356,848.5913086,1171.989014
1357,837.8674927,1224.237793
1358,848.3240967,1172.081177
1359,837.5656738,1224.470825
1360,848.0587769,1172.174438
1361,837.2658691,1224.704346
1362,847.795166,1172.27002
1363,836.9680176,1224.939331
1364,847.5335083,1172.36792
1365,836.6721802,1225.176147
1366,847.2738647,1172.468872
1367,836.3789063,1225.415161
1368,847.0160522,1172.573242
1369,836.0878296,1225.656372
1370,846.7600098,1172.681519
1371,835.7991333,1225.89978
1372,846.5055542,1172.793701
1373,835.5128174,1226.145996
1374,846.2526245,1172.909668
1375,835.2288818,1226.394531
1376,846.0010986,1173.029541
1377,834.9467773,1226.645386
1378,845.7506104,1173.152588
1379,834.6665039,1226.898071
1380,845.5006714,1173.278809
1381,834.3878174,1227.152466
1382,845.2512207,1173.407227
1383,834.1102905,1227.407715
1384,845.00177,1173.537354
1385,833.8334351,1227.664185
1386,844.7520752,1173.668945
1387,833.5570679,1227.921265
1388,844.50177,1173.80127
1389,833.2808228,1228.178589
1390,844.2506714,1173.933716
1391,833.0045776,1228.435791
1392,843.9985962,1174.066406
1393,832.7280884,1228.692627
1394,843.7454224,1174.19873
1395,832.4511108,1228.949585
1396,843.4910889,1174.330566
1397,832.173645,1229.205688
1398,843.2357178,1174.461792
1399,831.895874,1229.46167
1400,842.9793701,1174.592651
1401,831.6175537,1229.717163
1402,842.7221069,1174.722778
1403,831.3389282,1229.972656
1404,842.4644775,1174.852661
1405,831.0599976,1230.227661
1406,842.2062378,1174.982178
1407,830.7811279,1230.48291
1408,841.947876,1175.111694
1409,830.5023804,1230.738159
1410,841.6899414,1175.241455
1411,830.2242432,1230.993774
1412,841.4325562,1175.371704
1413,829.9467163,1231.25
1414,841.1762085,1175.502441
1415,829.6698608,1231.506958
1416,840.9208374,1175.634277
1417,829.3938599,1231.764648
1418,840.666748,1175.766602
1419,829.1189575,1232.023071
1420,840.4141235,1175.900391
1421,828.8452148,1232.282227
1422,840.163269,1176.035156
1423,828.5728149,1232.542969
1424,839.9140625,1176.171265
1425,828.3013916,1232.804077
1426,839.666748,1176.308716
1427,828.0313721,1233.066528
1428,839.4214478,1176.447754
1429,827.7627563,1233.329956
1430,839.1780396,1176.588257
1431,827.4953613,1233.594238
1432,838.9365234,1176.730103
1433,827.229187,1233.859619
1434,838.6970215,1176.873535
1435,826.9642334,1234.125854
1436,838.4595947,1177.018677
1437,826.7006226,1234.393066
1438,838.2241211,1177.165283
1439,826.4380493,1234.661133
1440,837.9904785,1177.313354
1441,826.1764526,1234.929688
1442,837.7584229,1177.462646
1443,825.9157715,1235.198975
1444,837.5279541,1177.613159
1445,825.6557007,1235.468506
1446,837.2983398,1177.764404
1447,825.395752,1235.737793
1448,837.0692749,1177.916138
1449,825.1356812,1236.006714
1450,836.8398438,1178.067749
1451,824.8747559,1236.274414
1452,836.6090698,1178.218384
1453,824.6121826,1236.540039
1454,836.3757324,1178.366943
1455,824.3468628,1236.802856
1456,836.1385498,1178.512817
1457,824.0782471,1237.06189
1458,835.8959351,1178.654663
1459,823.8047485,1237.315552
1460,835.6465454,1178.79126
1461,823.5256348,1237.563232
1462,835.3890381,1178.921753
1463,823.2401733,1237.803955
1464,835.1225586,1179.045776
1465,822.9477539,1238.037476
1466,834.8468018,1179.16272
1467,822.6483765,1238.263428
1468,834.5616455,1179.272949
1469,822.3423462,1238.482178
1470,834.2680054,1179.376709
1471,822.0302124,1238.69458
1472,833.9667358,1179.474854
1473,821.7130127,1238.901245
1474,833.6591797,1179.568359
1475,821.3920898,1239.104126
1476,833.3474731,1179.658813
1477,821.0690308,1239.304199
1478,833.0333862,1179.747437
1479,820.7450562,1239.503174
1480,832.7186279,1179.835083
1481,820.421875,1239.702271
1482,832.4053955,1179.92395
1483,820.100708,1239.903198
1484,832.0951538,1180.014404
1485,819.7827759,1240.106567
1486,831.7890015,1180.107666
1487,819.4686279,1240.313477
1488,831.487854,1180.204468
1489,819.1588135,1240.52417
1490,831.1922607,1180.30481
1491,818.8536987,1240.738647
1492,830.9018555,1180.409058
1493,818.5528564,1240.956787
1494,830.6168823,1180.516968
1495,818.2562866,1241.178101
1496,830.3366089,1180.62854
1497,817.9629517,1241.401855
1498,830.0598145,1180.74292
1499,817.6723633,1241.626953
1500,829.7857056,1180.859619
1501,817.383606,1241.852661
1502,829.5129395,1180.977905
1503,817.0955811,1242.077515
1504,829.2405396,1181.09729
1505,816.8076782,1242.30127
1506,828.9675293,1181.217407
1507,816.519165,1242.522583
1508,828.6929321,1181.337646
1509,816.2293701,1242.741333
1510,828.4159546,1181.457153
1511,815.9376221,1242.956543
1512,828.1361084,1181.576172
1513,815.6436768,1243.168213
1514,827.8530273,1181.694336
1515,815.3477173,1243.376099
1516,827.5666504,1181.811523
1517,815.0496826,1243.580933
1518,827.2773438,1181.92749
1519,814.749939,1243.782471
1520,826.9854736,1182.042847
1521,814.4490356,1243.9823
1522,826.6918945,1182.157104
1523,814.147583,1244.180908
1524,826.3972778,1182.270996
1525,813.8463135,1244.379639
1526,826.1027832,1182.384033
1527,813.5458984,1244.579346
1528,825.809082,1182.496704
1529,813.2471924,1244.78125
1530,825.5174561,1182.608887
1531,812.9506226,1244.986328
1532,825.2288818,1182.720459
1533,812.6572266,1245.195679
1534,824.9440308,1182.832275
1535,812.3670654,1245.40979
1536,824.663269,1182.943726
1537,812.0802612,1245.628662
1538,824.3869019,1183.054932
1539,811.796936,1245.852905
1540,824.1149902,1183.166138
1541,811.5171509,1246.082153
1542,823.84729,1183.277344
1543,811.2408447,1246.31604
1544,823.5840454,1183.388794
1545,810.9675903,1246.554321
1546,823.3244629,1183.50061
1547,810.6972656,1246.796265
1548,823.0681763,1183.612915
1549,810.4293213,1247.04126
1550,822.8147583,1183.725708
1551,810.1636963,1247.28894
1552,822.5635376,1183.838867
1553,809.8997803,1247.538452
1554,822.3141479,1183.952759
1555,809.637085,1247.78894
1556,822.0657959,1184.067261
1557,809.3753052,1248.040405
1558,821.8178711,1184.182251
1559,809.1140747,1248.29187
1560,821.5701904,1184.297852
1561,808.8530273,1248.543091
1562,821.3220825,1184.41394
1563,808.5916138,1248.793457
1564,821.072937,1184.530151
1565,808.3297729,1249.042969
1566,820.8227539,1184.646851
1567,808.0671387,1249.291138
1568,820.5706787,1184.763672
1569,807.8032227,1249.537476
1570,820.3168945,1184.880737
1571,807.5379639,1249.782349
1572,820.0608521,1184.998047
1573,807.2711182,1250.025269
1574,819.8023071,1185.115234
1575,807.0024414,1250.266479
1576,819.5413208,1185.2323
1577,806.7321167,1250.505615
1578,819.277771,1185.349609
1579,806.4598389,1250.742554
1580,819.0116577,1185.466675
1581,806.1856689,1250.977783
1582,818.7427979,1185.583862
1583,805.9095459,1251.210815
1584,818.4714966,1185.700684
1585,805.6315308,1251.442139
1586,818.1976929,1185.817505
1587,805.3519287,1251.671143
1588,817.9215698,1185.93396
1589,805.0705566,1251.897949
1590,817.6431274,1186.050049
1591,804.7878418,1252.122925
1592,817.3630981,1186.165894
1593,804.5041504,1252.346069
1594,817.081543,1186.281616
1595,804.2195435,1252.567505
1596,816.7989502,1186.397339
1597,803.9346924,1252.787598
1598,816.5162964,1186.513184
1599,803.6500244,1253.006958
1600,816.2337036,1186.629395
1601,803.3659058,1253.225952
1602,815.9519043,1186.746338
